variance,ac1,cv,skewness,kurtosis,label
0.15690640370858502,0.9597199798891833,0.40660742758840207,-0.3803177254976685,3.038822098897016,1
0.14179651953026579,0.917535756508247,0.5686204918974759,-0.19524355133976265,2.0347364607467404,0
0.0921268197389857,0.977191934197167,0.6260547467840779,-0.23412158676766334,1.7969984106240129,1
0.029874887810510675,0.8903236364419709,0.8863067099409656,0.7819018824282066,2.7047872234889594,0
0.09367759496327141,0.9564338349513328,0.4449019207466474,-0.632418485442025,2.4226729846288526,1
0.06440629044813259,0.942745548112837,0.9235034060098581,1.0081063072737007,3.2041835490523742,1
0.06922284705259753,0.9488417472288943,0.5724640278201453,-0.09456052494133213,2.116601183879409,1
0.25244142135550246,0.9631755955731489,0.644909505640192,0.059660153175068176,2.0577628367633345,1
0.11744913788889257,0.9133730534614357,0.49515723891359,-0.2045356080216239,2.3680118421290097,1
0.11948265450226034,0.974201409138952,0.7501226697301364,0.35844074727353753,1.9624863853881163,1
0.007591355021524924,0.9557084450487827,0.4807710188628231,0.1816910372287089,2.56050642688181,1
0.0877330240341789,0.9362139582877749,0.6102011298681247,0.20425880873097732,2.1736050555642787,1
0.002959507538187158,0.9715124127984647,0.6490777268138316,0.06742389413236018,1.8759602219649127,1
0.06732966552964542,0.966270907007613,0.569262805207486,-0.019040367507160903,2.003660052387004,1
0.08033046377946808,0.8403106130563213,0.8475363201600713,0.44280342425112856,2.1948184725207516,0
0.021850225789206337,0.8425184847816064,0.917815200391399,0.8659607352961117,3.270905048387547,0
0.0010988415851862939,0.8272221726338724,0.9409919717117396,0.8216242814257111,2.7928819922676267,0
0.1417211171641778,0.9517300801954163,0.7629268522454679,0.5868429669539977,2.6701401077589026,1
0.1337900903806341,0.9476615840318461,0.4641749070639366,-0.4716837855960615,2.2553303400611635,1
0.03354512960108745,0.7965153539025683,0.8167942999545893,0.5200268946958135,2.4826141651155624,0
0.07604702723832978,0.9638276009050522,0.3691197067137378,-0.5396723447104668,3.3490016678036127,1
0.06326444239232563,0.9664697844803887,0.5464594059535279,-0.1309741751760542,1.9097114485313498,1
0.03945676274652056,0.8907605260709631,0.7326249109487954,0.18923737499749294,1.9513712139019768,0
0.14009617026471682,0.9671962596252467,0.7285691533632899,0.3363714175556871,2.0715637677415875,1
0.12063607949344662,0.9644536947332327,0.6292697734935109,0.0019167432108778443,1.769680983635904,1
0.09707867012494173,0.8644373011669383,0.842250506513022,0.4373978238313524,2.1090237093239077,0
0.17062822522015636,0.9365223849136791,0.6423114137926245,0.020805416135783777,2.0602544994271974,1
0.06855096339402468,0.9381997259648196,0.5797492450819918,-0.04666998039441595,2.245708460337276,1
0.044426493169230294,0.884942418643911,0.7146918885238775,0.29021091555435286,2.4010193501680455,0
0.013378810518334177,0.794747680077067,1.0142441682344143,0.8541983642679143,2.806530590474691,0
0.030085995466538767,0.9755897148159494,0.6080821663976513,-0.02892389900312878,1.9405275598544096,1
0.11218774603554746,0.9614831904847669,0.7077305388142846,0.24977922801739458,1.9587843279318056,1
0.01261720155249816,0.7278335766592565,0.9231206760906787,0.706350830399108,2.7673330225015653,0
0.1770564136085628,0.9805881876886524,0.6794341521248163,0.19268707119049266,1.9306768730832782,1
0.17892603017213712,0.95454744294602,0.7677478599668017,0.547617457808315,2.45584639822345,1
